#gene	-GlcN01	-GlcN02	-GlcN03	-GlcN04	-GlcN05	-GlcN06	+GlcN01	+GlcN02	+GlcN03	+GlcN04	+GlcN05	+GlcN06
ENSMUSG00000020781	157	57	93	76	155	92	143	133	125	92	158	176
ENSMUSG00000040521	300	194	210	204	219	216	200	250	252	142	229	301
ENSMUSG00000014402	843	467	565	571	673	671	527	711	689	558	610	955
ENSMUSG00000060771	24	10	15	9	27	17	9	16	19	14	55	23
ENSMUSG00000039032	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046982	423	259	301	270	346	381	259	485	343	266	392	606
ENSMUSG00000047907	526	194	406	316	350	322	256	429	217	262	730	588
ENSMUSG00000021217	73	20	31	30	41	26	30	31	24	36	57	53
ENSMUSG00000085715	0	0	1	2	1	0	1	1	0	0	0	2
ENSMUSG00000059891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049580	81	116	16	66	65	110	52	118	174	25	19	135
ENSMUSG00000024379	3	1	1	0	4	1	1	0	1	1	8	2
ENSMUSG00000026374	1062	618	888	682	823	711	697	887	806	614	870	1242
ENSMUSG00000056820	1128	585	759	662	905	777	662	934	823	526	905	1156
ENSMUSG00000031893	1	1	0	1	0	0	0	0	0	0	2	0
ENSMUSG00000028699	0	0	0	0	1	2	0	3	0	1	0	0
ENSMUSG00000039691	1	0	1	1	17	0	0	1	1	1	4	7
ENSMUSG00000030351	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000029669	3567	2465	3318	3040	2699	3436	2131	3901	4182	3025	1332	4831
ENSMUSG00000020577	146	20	56	36	75	22	55	39	66	42	108	40
ENSMUSG00000037824	729	393	574	549	605	412	627	492	386	436	983	780
ENSMUSG00000037031	169	93	465	164	68	112	211	106	175	124	756	238
ENSMUSG00000025875	93	25	39	42	93	48	90	46	36	64	103	71
ENSMUSG00000027217	42	45	91	71	52	47	35	53	77	30	95	83
ENSMUSG00000027858	2	2	1	1	3	1	2	2	1	1	3	5
ENSMUSG00000032324	351	68	136	106	350	82	103	97	98	102	279	241
ENSMUSG00000006736	4873	3544	3849	3409	3285	3785	3390	4312	3495	2751	2063	5769
ENSMUSG00000000244	0	0	1	4	2	1	3	0	1	0	5	2
ENSMUSG00000001763	98	52	58	105	109	142	87	90	61	91	56	159
ENSMUSG00000025511	236	97	177	187	215	233	202	175	93	146	231	273
ENSMUSG00000028152	19	12	14	8	24	9	14	11	20	10	33	12
ENSMUSG00000067377	37	7	13	10	27	8	3	8	16	7	48	12
ENSMUSG00000058254	701	397	442	677	453	426	840	471	251	416	295	572
ENSMUSG00000034127	9	3	7	1	1	2	3	1	2	1	5	1
ENSMUSG00000030352	1193	531	847	630	669	625	981	648	948	539	1165	1089
ENSMUSG00000041736	1520	611	871	822	1241	990	1016	961	1388	844	873	1430
ENSMUSG00000023995	2	0	0	0	2	1	3	0	0	0	7	0
ENSMUSG00000091749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047514	737	393	561	447	650	501	440	604	579	457	869	730
ENSMUSG00000041096	299	126	188	124	239	167	150	121	234	173	253	203
ENSMUSG00000074671	48	5	19	28	45	12	26	14	13	18	52	24
ENSMUSG00000039485	123	66	79	53	96	67	44	71	58	57	49	116
ENSMUSG00000038984	9	4	3	6	9	17	2	12	2	6	8	16
ENSMUSG00000038335	488	277	255	227	404	382	294	581	536	195	449	556
ENSMUSG00000025264	3	2	2	2	3	2	3	5	6	0	2	2
ENSMUSG00000036613	188	74	115	84	179	91	124	110	150	78	153	172
ENSMUSG00000045752	1	2	1	4	4	3	2	0	3	1	3	2
ENSMUSG00000041566	2	1	5	1	4	1	5	4	2	2	1	3
ENSMUSG00000045521	1	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000000411	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000007591	0	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000060794	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047654	12	0	2	2	5	3	1	6	5	4	7	6
ENSMUSG00000044986	2524	2784	3076	2509	1991	2434	2722	3327	3623	1905	1030	3987
ENSMUSG00000022570	509	280	350	307	377	433	303	437	409	299	360	622
ENSMUSG00000091166	624	381	713	257	476	377	191	500	140	229	204	581
ENSMUSG00000035495	357	175	231	214	314	230	233	316	272	189	308	421
ENSMUSG00000031329	2	1	0	0	0	0	1	1	0	0	1	1
ENSMUSG00000015599	3	2	1	1	11	24	16	31	14	2	7	33
ENSMUSG00000090100	1	0	2	0	0	1	1	1	1	0	0	1
ENSMUSG00000041278	416	265	286	285	296	319	276	338	357	294	358	459
ENSMUSG00000040219	20	13	12	21	20	5	14	14	17	9	38	18
ENSMUSG00000037300	532	327	384	375	479	385	388	490	509	302	497	635
ENSMUSG00000027677	231	86	127	104	166	123	114	133	144	122	285	203
ENSMUSG00000039021	2	0	1	0	3	1	4	2	2	0	4	2
ENSMUSG00000027194	931	640	676	803	728	723	491	759	736	639	604	1022
ENSMUSG00000039543	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042298	18	11	20	15	12	10	7	18	18	11	9	24
ENSMUSG00000032514	3	0	0	0	2	1	2	1	1	0	0	0
ENSMUSG00000034848	181	112	144	89	149	73	137	116	61	73	143	156
ENSMUSG00000034919	4	1	3	1	1	1	2	0	2	5	1	1
ENSMUSG00000030555	27	53	28	62	50	44	28	62	62	40	13	94
ENSMUSG00000022249	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051036	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006784	11	11	4	6	9	13	7	29	7	4	11	32
ENSMUSG00000056832	19	12	13	6	20	12	8	10	13	8	20	20
ENSMUSG00000024078	265	142	220	165	169	184	153	180	245	137	234	259
ENSMUSG00000033209	214	48	84	95	186	54	80	70	98	92	238	142
ENSMUSG00000037101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040785	926	520	810	694	640	558	517	643	937	642	960	827
ENSMUSG00000075271	19	11	13	11	22	12	6	25	9	6	35	28
ENSMUSG00000075272	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000075273	61	33	57	35	57	43	32	45	36	17	45	80
ENSMUSG00000066637	197	150	206	199	172	175	143	208	196	153	131	256
ENSMUSG00000022151	419	243	310	246	360	294	312	395	394	201	328	510
ENSMUSG00000046637	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039438	7859	7714	10135	7115	5603	7096	6873	8740	4761	5828	2965	10221
ENSMUSG00000033991	489	304	309	318	388	383	288	439	448	260	367	531
ENSMUSG00000035944	2242	2132	2741	1868	1794	1730	1720	2382	4309	1504	1125	3185
ENSMUSG00000028555	3	1	0	0	1	0	2	0	1	0	2	0
ENSMUSG00000038172	1423	1276	1624	1736	1027	806	1114	1408	983	1108	929	1761
ENSMUSG00000024424	7169	1588	3199	1630	5070	8167	1621	9038	3127	2297	2599	9946
ENSMUSG00000046196	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000025413	28	22	23	33	23	19	25	33	28	17	25	31
ENSMUSG00000006288	267	108	183	102	207	124	184	179	139	112	297	194
ENSMUSG00000036918	1657	1126	1586	1250	1343	1589	1387	1682	1072	973	1217	2094
ENSMUSG00000033530	425	284	279	328	408	413	255	291	423	286	422	558
ENSMUSG00000021013	2	2	7	2	5	3	3	3	8	1	4	9
ENSMUSG00000042734	3	0	1	1	0	0	0	1	1	1	6	1
ENSMUSG00000007944	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071660	593	308	413	379	526	363	354	469	472	363	600	672
ENSMUSG00000026803	342	227	309	214	267	232	244	328	303	183	397	440
ENSMUSG00000033222	266	84	105	117	249	119	136	103	202	75	221	213
ENSMUSG00000027650	376	217	273	231	344	304	259	351	347	207	376	453
ENSMUSG00000031577	66	25	29	26	52	48	38	74	64	24	61	66
ENSMUSG00000038379	2	0	0	0	7	1	2	1	2	0	4	3
ENSMUSG00000027394	219	183	154	200	180	226	135	230	166	206	158	329
ENSMUSG00000022442	58	29	50	38	62	51	55	53	36	47	79	59
ENSMUSG00000029074	12	2	7	5	4	5	4	3	2	4	2	3
ENSMUSG00000026885	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016757	311	138	166	132	246	158	202	167	246	123	276	286
ENSMUSG00000045467	13	18	24	10	25	7	15	24	10	9	15	37
ENSMUSG00000079722	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000030276	39	14	12	14	44	18	14	21	23	18	150	36
ENSMUSG00000033257	455	222	249	254	291	346	247	354	356	264	267	435
ENSMUSG00000012609	305	206	349	307	215	228	176	274	251	243	156	282
ENSMUSG00000038756	1	0	0	0	1	0	0	0	0	1	1	0
ENSMUSG00000036745	51	31	40	41	44	28	27	54	30	55	53	62
ENSMUSG00000022388	9	14	3	26	4	7	6	15	6	9	4	14
ENSMUSG00000074673	1	1	1	0	0	0	0	1	0	0	0	1
ENSMUSG00000051747	0	2	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000073988	7712	7361	7696	12508	6306	7821	7592	9055	4789	7568	3965	10521
ENSMUSG00000017679	10	5	3	2	8	5	5	4	2	7	4	5
ENSMUSG00000061808	75381	71754	95403	49774	68034	94159	46847	102756	50209	71998	31602	121825
ENSMUSG00000030428	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034714	1734	672	1062	688	1157	988	1162	1161	1345	763	1192	1487
ENSMUSG00000036565	932	222	463	360	943	372	423	291	407	424	1935	514
ENSMUSG00000031028	1	0	1	2	3	0	0	4	0	2	4	1
ENSMUSG00000072235	66	13	37	25	54	23	29	38	41	30	58	42
ENSMUSG00000023004	374	113	179	158	429	180	179	117	233	161	533	371
ENSMUSG00000043091	286	288	201	183	283	214	461	306	486	145	305	460
ENSMUSG00000067702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067338	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026202	1913	1538	1494	1729	1327	2357	1726	2308	2627	1872	755	3167
ENSMUSG00000030137	124	11	34	11	24	8	55	4	812	42	17	21
ENSMUSG00000021216	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000016255	19	4	5	4	7	3	14	3	3	3	42	2
ENSMUSG00000058672	733	222	215	134	476	128	336	154	2446	179	448	304
ENSMUSG00000045136	8	1	5	2	7	1	5	3	68	2	7	1
ENSMUSG00000062380	7	1	3	9	4	3	13	0	6	2	6	4
ENSMUSG00000062591	15	1	4	7	16	2	5	3	3	2	9	8
ENSMUSG00000036752	2006	885	891	966	1355	1177	1597	1381	3704	1063	1193	1950
ENSMUSG00000001525	3297	802	1498	1322	2780	1278	1387	999	1929	1516	3418	2053
ENSMUSG00000001473	395	115	181	134	319	149	240	151	418	126	611	313
ENSMUSG00000020513	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019845	52	14	28	16	33	26	28	36	16	17	34	37
ENSMUSG00000035198	346	208	182	200	342	326	257	308	317	206	187	393
ENSMUSG00000045007	11	4	7	1	3	2	2	6	1	2	9	6
ENSMUSG00000025474	485	184	308	202	290	218	195	255	286	153	339	402
ENSMUSG00000000759	533	248	332	308	399	350	296	354	298	245	403	553
ENSMUSG00000027263	290	136	164	165	258	233	189	205	332	210	212	323
ENSMUSG00000033790	207	115	117	123	148	134	99	133	146	94	274	183
ENSMUSG00000051786	540	294	388	325	400	443	293	439	384	344	382	631
ENSMUSG00000073838	40	32	39	24	35	37	31	37	32	22	13	45
ENSMUSG00000005968	296	42	60	60	131	138	78	150	169	51	216	217
ENSMUSG00000056579	890	508	759	581	703	569	640	785	688	654	930	1061
ENSMUSG00000037446	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000023467	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001521	98	23	42	34	84	33	40	38	39	54	76	72
ENSMUSG00000034377	101	65	61	64	83	93	58	99	132	57	90	125
ENSMUSG00000054000	59	20	42	35	30	29	35	40	34	32	32	52
ENSMUSG00000010054	529	410	529	458	450	586	392	600	536	480	370	785
ENSMUSG00000039530	333	86	164	125	242	125	116	165	170	105	334	268
ENSMUSG00000046275	10	2	13	14	7	7	3	3	5	6	8	12
ENSMUSG00000071645	345	163	223	192	278	275	268	313	280	186	319	421
ENSMUSG00000022451	1639	928	1035	1069	1577	1302	1224	1368	1644	1027	2210	2023
ENSMUSG00000023277	197	60	125	70	256	68	142	82	154	79	517	166
ENSMUSG00000035799	29	4	8	7	9	14	11	18	3	21	1	14
ENSMUSG00000007805	1	3	3	4	5	2	1	2	3	3	2	7
ENSMUSG00000020561	331	184	204	218	251	220	216	309	223	185	275	323
ENSMUSG00000024098	1344	694	844	915	1077	1103	941	1088	1303	875	730	1489
ENSMUSG00000054892	2	2	1	0	1	1	0	1	0	0	6	0
ENSMUSG00000053841	25	23	12	9	23	16	16	17	27	21	34	34
ENSMUSG00000039891	18	6	2	6	20	2	2	2	12	4	27	11
ENSMUSG00000038344	600	453	481	476	478	594	295	492	574	463	270	566
ENSMUSG00000028367	4169	2748	3172	2848	3288	2962	3108	3365	3385	2583	2855	4803
ENSMUSG00000005354	3416	3020	3548	2743	2513	3108	2318	3573	3565	2306	1873	4252
ENSMUSG00000022498	349	255	242	297	299	356	210	422	263	187	299	368
ENSMUSG00000028567	677	391	553	423	505	512	527	554	505	494	569	785
ENSMUSG00000021497	1257	818	1071	968	972	1221	1026	1451	1020	974	670	1746
ENSMUSG00000021830	313	214	306	209	255	150	193	223	90	145	579	248
ENSMUSG00000020803	1218	753	962	853	952	858	748	972	1103	831	1076	1257
ENSMUSG00000050612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038991	4931	2946	3738	3101	3365	4181	2785	4019	3649	3063	2680	5182
ENSMUSG00000038709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058407	938	637	737	607	626	669	641	806	644	523	668	1064
ENSMUSG00000038393	40	36	22	38	43	84	24	24	22	24	66	70
ENSMUSG00000024583	2328	1243	1447	1709	1536	1486	1420	1834	2012	1250	1337	2301
ENSMUSG00000057130	174	129	111	120	184	143	117	196	215	123	155	275
ENSMUSG00000031723	215	150	193	136	143	176	95	247	187	139	145	270
ENSMUSG00000020250	14	8	9	8	9	19	13	14	15	10	8	17
ENSMUSG00000075704	647	688	815	743	575	700	492	746	630	575	400	970
ENSMUSG00000000811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032175	7	2	2	1	0	4	5	4	3	3	5	5
ENSMUSG00000022615	117	132	148	206	98	159	155	258	81	88	55	233
ENSMUSG00000025747	10	3	10	9	3	6	5	9	6	4	10	8
ENSMUSG00000004651	12	3	14	7	7	2	4	11	14	12	16	23
ENSMUSG00000027298	8	3	9	4	8	3	7	3	8	10	12	4
ENSMUSG00000030579	1156	270	457	422	1389	315	743	216	313	397	4460	849
ENSMUSG00000005994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020087	742	552	608	483	584	571	560	685	677	378	377	925
ENSMUSG00000056310	294	153	188	158	237	176	150	222	330	142	222	283
ENSMUSG00000047583	8	2	3	9	7	3	4	6	4	8	8	5
ENSMUSG00000061613	163	100	149	135	131	128	119	148	127	111	131	173
ENSMUSG00000078765	207	155	176	173	204	174	150	185	186	124	192	244
ENSMUSG00000030435	65	49	41	31	48	49	42	32	53	36	72	62
ENSMUSG00000029409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034485	409	232	343	211	249	206	220	275	254	167	285	358
ENSMUSG00000026670	931	580	694	600	624	741	603	833	725	567	549	1054
ENSMUSG00000026956	411	83	134	98	327	109	167	107	584	144	654	195
ENSMUSG00000001924	212	138	147	137	185	166	126	172	170	139	167	258
ENSMUSG00000052997	990	480	664	520	806	665	515	659	720	576	987	920
ENSMUSG00000030061	51	30	33	32	40	28	23	32	46	40	29	45
ENSMUSG00000032557	700	255	347	299	434	425	369	583	586	254	499	674
ENSMUSG00000090137	6356	4060	5775	4694	5117	5625	3757	5641	4483	4771	4464	6830
ENSMUSG00000035898	222	132	129	148	215	115	185	182	197	138	335	227
ENSMUSG00000032596	882	295	429	294	578	277	566	323	432	284	699	568
ENSMUSG00000036352	501	319	341	269	363	471	246	455	379	335	314	533
ENSMUSG00000041765	736	458	614	421	548	596	535	572	538	439	586	774
ENSMUSG00000028437	1012	526	693	697	777	787	625	838	760	656	722	1203
ENSMUSG00000028433	820	381	475	406	605	531	470	549	604	371	675	685
ENSMUSG00000042520	11	7	4	10	9	12	9	7	6	6	20	11
ENSMUSG00000042345	41	5	8	3	29	4	9	5	3	8	46	12
ENSMUSG00000032020	179	43	65	45	180	44	73	51	48	45	444	110
ENSMUSG00000019505	115	63	69	74	92	79	61	73	108	81	75	87
ENSMUSG00000008348	1801	1168	1330	1221	1206	858	974	788	1305	777	620	689
ENSMUSG00000035186	438	4	34	6	253	13	12	41	1075	21	65	89
ENSMUSG00000016308	471	322	350	319	480	346	328	422	425	303	446	625
ENSMUSG00000020390	2222	1334	2027	1492	1481	1404	1286	1923	1572	1378	1332	2355
ENSMUSG00000001403	69	6	11	11	55	10	43	6	90	10	72	38
ENSMUSG00000032415	42	34	40	34	24	35	35	26	21	26	14	40
ENSMUSG00000019927	246	109	167	160	196	119	178	146	140	103	323	213
ENSMUSG00000078578	5708	3624	4689	4018	4020	4629	3823	5276	4614	3938	4155	6511
ENSMUSG00000021774	466	307	345	300	322	381	311	468	315	285	385	567
ENSMUSG00000058317	298	260	301	399	294	211	367	302	444	268	183	362
ENSMUSG00000027011	677	434	539	500	531	615	482	619	490	540	468	812
ENSMUSG00000034343	433	270	286	312	399	348	339	424	430	283	542	506
ENSMUSG00000020794	1257	967	1035	1180	1005	1160	898	1322	987	901	887	1562
ENSMUSG00000009293	600	385	373	408	547	477	523	520	707	366	701	718
ENSMUSG00000039159	18	17	20	16	16	17	11	17	11	14	10	22
ENSMUSG00000015120	82	30	49	48	79	62	45	63	71	38	58	95
ENSMUSG00000028277	1067	603	712	655	807	759	669	908	757	632	917	1274
ENSMUSG00000023286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029203	1010	628	667	690	802	815	716	872	973	699	716	1199
ENSMUSG00000038965	2287	1502	1811	1576	1783	1598	1744	2073	1940	1307	2132	2762
ENSMUSG00000027078	2517	968	1602	851	1641	998	1343	1384	2301	960	1224	2048
ENSMUSG00000005575	68	33	47	47	51	28	23	41	59	32	56	49
ENSMUSG00000074781	1129	642	800	667	1009	735	912	888	942	617	1355	1395
ENSMUSG00000020802	324	146	206	169	266	203	198	219	247	167	342	312
ENSMUSG00000042572	1126	608	815	744	949	837	735	857	799	721	1357	1247
ENSMUSG00000032307	654	419	475	483	554	606	398	692	480	473	740	796
ENSMUSG00000052981	1	1	2	1	3	2	7	1	0	1	0	4
ENSMUSG00000036241	2707	2085	2801	2500	1966	2457	1914	2733	1836	2216	1650	3526
ENSMUSG00000060860	449	181	267	276	390	344	234	297	455	234	368	416
ENSMUSG00000026429	27	4	6	8	28	3	9	2	19	3	19	11
ENSMUSG00000069733	33	23	43	17	27	10	84	18	27	21	10	23
ENSMUSG00000078923	2098	1172	1611	1317	1587	1475	1515	1583	1729	1193	1648	2190
ENSMUSG00000022674	63	35	30	42	47	51	39	54	58	46	51	60
ENSMUSG00000025939	484	345	461	399	432	418	383	498	399	393	409	611
ENSMUSG00000014349	1487	835	1022	980	1125	948	1014	1105	1213	848	1241	1406
ENSMUSG00000025326	30	24	11	12	20	27	10	36	18	17	19	20
ENSMUSG00000029577	1607	1071	1420	1096	1198	1292	1137	1568	1181	945	1152	1997
ENSMUSG00000039000	1270	864	965	824	1039	958	870	1210	1254	825	910	1552
ENSMUSG00000059890	2266	1661	2042	1578	1798	1942	1599	2484	1770	1448	1405	3121
ENSMUSG00000028960	1605	811	1418	1161	1062	1024	994	1379	931	789	997	1735
ENSMUSG00000030870	669	486	436	458	542	493	574	675	697	443	652	818
ENSMUSG00000047719	273	165	169	136	217	202	170	280	190	107	167	320
ENSMUSG00000001687	1653	1018	1291	1188	1412	1177	1037	1276	1535	1144	1497	1731
ENSMUSG00000015290	140	81	107	92	114	105	84	110	134	74	64	141
ENSMUSG00000055891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084786	1028	728	887	847	865	898	769	891	929	713	1015	1251
ENSMUSG00000055720	44	21	36	35	43	43	20	34	39	23	33	58
ENSMUSG00000041231	657	447	450	470	544	590	460	672	643	437	490	784
ENSMUSG00000039473	1119	588	730	715	841	715	764	932	896	736	1097	1328
ENSMUSG00000038538	1036	589	634	635	895	698	533	866	807	705	927	1093
ENSMUSG00000027300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009741	60	25	32	35	26	46	24	53	38	26	37	61
ENSMUSG00000005312	134	83	75	70	88	84	92	98	91	73	98	156
ENSMUSG00000050148	705	372	486	381	535	394	507	459	682	389	464	646
ENSMUSG00000051618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008604	763	664	644	841	672	642	656	792	910	674	628	887
ENSMUSG00000051437	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027272	969	495	579	496	697	555	561	676	722	490	684	967
ENSMUSG00000023977	63	34	46	51	56	60	22	51	39	49	38	56
ENSMUSG00000044308	45	31	35	42	48	44	36	56	53	32	31	69
ENSMUSG00000066036	4398	2722	2947	2861	3703	3362	2598	3360	3590	3324	3561	4661
ENSMUSG00000037487	15	8	12	12	15	16	4	13	17	7	13	19
ENSMUSG00000041712	617	325	472	369	437	452	347	489	396	342	504	671
ENSMUSG00000025171	233	114	175	144	278	201	146	155	128	158	308	310
ENSMUSG00000044949	100	36	76	56	72	29	63	36	58	40	119	54
ENSMUSG00000020923	34	37	31	32	51	48	42	56	40	31	44	60
ENSMUSG00000074502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071655	1561	904	1416	1308	1255	1222	1233	1331	1040	1057	1100	1821
ENSMUSG00000043621	6	7	9	1	2	2	10	3	4	2	4	5
ENSMUSG00000012126	2	0	0	1	0	1	3	0	1	1	2	3
ENSMUSG00000020634	668	354	423	408	500	539	442	580	631	495	485	837
ENSMUSG00000028243	124	86	89	87	121	76	91	99	101	83	191	121
ENSMUSG00000026353	2238	1306	1399	1282	1571	1376	1531	1721	2279	1041	1400	2206
ENSMUSG00000019578	973	655	988	785	777	877	678	899	884	758	730	1204
ENSMUSG00000053774	821	440	659	638	596	609	428	655	555	649	528	925
ENSMUSG00000052906	768	361	599	466	489	476	539	592	614	404	437	780
ENSMUSG00000029223	10	0	7	1	13	1	2	3	21	2	17	6
ENSMUSG00000022111	118	76	128	93	116	106	82	104	101	96	85	143
ENSMUSG00000035337	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000018189	21	8	12	15	17	17	17	19	14	14	15	14
ENSMUSG00000002550	546	620	486	662	676	488	621	682	614	376	545	937
ENSMUSG00000026558	146	111	123	93	80	68	114	111	61	75	49	128
ENSMUSG00000089917	426	229	283	243	307	334	270	342	320	201	401	416
ENSMUSG00000026668	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049699	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000044988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031710	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000033685	2643	868	1164	2982	2681	812	2302	728	1709	866	8212	2198
ENSMUSG00000032942	0	0	0	0	2	1	0	0	0	0	0	0
ENSMUSG00000043262	364	259	337	321	335	325	264	353	352	256	329	469
ENSMUSG00000062963	1501	861	1224	1019	1121	1157	818	1211	1163	960	896	1637
ENSMUSG00000005262	26	24	24	22	29	22	17	24	26	15	29	43
ENSMUSG00000027746	1185	685	894	744	804	865	740	1010	1097	640	915	1316
ENSMUSG00000051502	44	37	31	27	39	43	29	61	39	32	32	57
ENSMUSG00000031634	883	532	649	624	650	686	597	758	656	490	678	1022
ENSMUSG00000028381	900	468	767	704	596	629	631	572	576	810	759	932
ENSMUSG00000029201	6834	3686	6915	2153	3871	3514	4729	4771	10382	3044	2276	5397
ENSMUSG00000037470	1992	972	1087	1090	1436	1373	1189	1666	1551	980	1482	2071
ENSMUSG00000042104	69	41	80	48	45	55	35	56	22	35	37	83
ENSMUSG00000001891	7678	7531	7272	8284	6853	8097	4290	10845	8037	6651	4691	12470
ENSMUSG00000089960	5203	7167	8921	8932	3644	6921	4914	6983	5688	5707	1693	8062
ENSMUSG00000090165	18	23	20	29	7	12	14	29	32	25	3	16
ENSMUSG00000090171	7	2	3	4	2	2	3	10	4	3	3	7
ENSMUSG00000089943	1536	2896	2649	3700	1166	1120	2810	2016	1386	798	519	1924
ENSMUSG00000054545	397	301	282	223	379	438	339	561	465	290	154	670
ENSMUSG00000090145	391	230	258	146	370	445	268	532	273	269	170	616
ENSMUSG00000090124	42	17	16	10	66	9	24	19	18	7	129	30
ENSMUSG00000090175	1133	1123	1231	1104	590	496	271	609	2074	684	132	673
ENSMUSG00000029268	3	0	1	0	0	0	0	7	3	0	0	2
ENSMUSG00000035780	4872	4188	5069	4791	3303	5432	2352	6567	3490	4469	1599	8059
ENSMUSG00000035836	5030	2486	2333	3123	3991	5381	1103	9418	4952	3551	1236	12454
ENSMUSG00000029260	8671	9383	7044	10170	6684	9739	6943	11641	15974	7388	3132	14159
ENSMUSG00000035811	3853	1942	1653	2611	2775	4121	1708	4320	6201	2105	1247	5326
ENSMUSG00000070704	9205	7035	8997	7898	7408	9581	6079	10859	9746	8822	3234	13796
ENSMUSG00000057425	10	62	7	48	7	5	37	2	9	7	5	9
ENSMUSG00000061906	5	1	0	2	4	63	1	16	7	5	0	51
ENSMUSG00000054630	2899	2841	2467	3266	2538	3980	2140	4614	3792	3083	835	5291
ENSMUSG00000072664	785	997	1150	952	697	1122	584	1510	688	1024	239	1808
ENSMUSG00000049152	3495	4177	5695	4399	2901	3830	4895	5409	5261	3554	1471	6291
ENSMUSG00000032854	10	2	5	1	7	2	7	7	1	6	5	13
ENSMUSG00000026667	379	214	239	248	301	257	215	329	304	202	313	443
ENSMUSG00000001228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039512	911	457	527	436	692	567	562	736	1025	482	595	954
ENSMUSG00000019951	1818	1417	1716	1635	1297	1714	1393	1688	1420	1453	1118	2235
ENSMUSG00000024817	726	479	605	602	634	537	544	700	617	566	694	869
ENSMUSG00000025878	752	357	524	463	549	511	407	535	458	423	559	755
ENSMUSG00000079685	18	7	6	9	49	7	12	9	8	5	47	22
ENSMUSG00000029512	2767	1068	1993	1617	2081	2658	1845	2435	1561	2138	1710	3680
ENSMUSG00000004798	1598	796	1030	1053	1546	1302	999	1612	1454	991	1931	2156
ENSMUSG00000032308	252	123	158	137	193	209	171	186	180	147	247	240
ENSMUSG00000040936	7	8	6	5	5	3	8	0	5	1	7	5
ENSMUSG00000030963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054134	4	0	2	1	8	0	0	1	0	1	23	4
ENSMUSG00000022814	962	849	945	997	883	899	886	1164	735	538	730	1307
ENSMUSG00000002058	253	40	88	82	297	111	83	67	183	85	378	248
ENSMUSG00000046562	648	406	510	463	522	658	514	586	702	512	469	894
ENSMUSG00000034799	19	9	12	5	14	5	21	6	12	5	63	15
ENSMUSG00000028456	2	2	2	0	3	4	3	3	10	3	4	4
ENSMUSG00000062151	0	0	0	0	0	0	0	0	0	1	0	0
